order,family,genus,species,sex.system,SCS,scs.notes,fem.2n,mal.2n,hap
Orthoptera,Ommexechidae,Ommexecha,Ommexecha_sp.,,XO,,24,23,12
Orthoptera,Ommexechidae,Ommexecha,Ommexecha_virens,,XO,,24,23,12
Orthoptera,Ommexechidae,Ommexechia,Ommexechia_germari,,XO,,22,21,11
Orthoptera,Pyrgomorphidae,Omura,Omura_congrua,,XO,,20,19,10
Orthoptera,Acrididae,Orphula,Orphula_sp.,,XO,,24,23,12
Orthoptera,Acrididae,Orphulella,Orphulella_concinnula,,XO,,24,23,12
Orthoptera,Acrididae,Orphulella,Orphulella_punctata,,XO,,24,23,12
Orthoptera,Acrididae,Orphulella,Orphulella_sp.,,XO,,24,23,12
Orthoptera,Acrididae,Orphulina,Orphulina_pulchella,,XO,,24,23,12
Orthoptera,Acrididae,Osmilia,Osmilia_flavolineata,,XO,,24,23,12
Orthoptera,Acrididae,Oxyblepta,Oxyblepta_sp.,,XO,,24,23,12
Orthoptera,Acrididae,Oxybleptella,Oxybleptella_sagitta,,XO,,24,23,12
Orthoptera,Ommexechidae,Pachyosa,Pachyosa_signata,,XY,,22,22,11
Orthoptera,Acrididae,Paraorphula,Paraorphula_graminea,,XO,,24,23,12
Orthoptera,Acrididae,Parapellopedon,Parapellopedon_instabilis,,XO,,24,23,12
Orthoptera,Acrididae,Parapellopedon,Parapellopedon_sp.,,XO,,24,23,12
Orthoptera,Acrididae,Parascopas,Parascopas_exertus,,XO,,22,21,11
Orthoptera,Acrididae,Parascopas,Parascopas_obesus,,XO,,24,23,12
Orthoptera,Acrididae,Parascopas,Parascopas_sanguineus,,XO,,24,23,12
Orthoptera,Acrididae,Parascopas,Parascopas_similis,,XO,,24,23,12
Orthoptera,Acrididae,Paratylotropidia,Paratylotropidia_morsei,gonochorous,XY,X1X1X2X2/X1X2Y,NA,NA,
Orthoptera,Acrididae,Paropaon,Paropaon_laevifrons,,XO,,24,23,12
Orthoptera,Acrididae,Paropaon,Paropaon_pilosus_tingomariae,,XO,,24,23,12
Orthoptera,Pauliniidae,Paulinia,Paulinia_acuminata,,XO,,24,23,12
Orthoptera,Acrididae,Pedies,Pedies_andeanus,,XO,,22,21,11
Orthoptera,Acrididae,Pedies,Pedies_sp._1,,XO,,22,21,11
Orthoptera,Acrididae,Pedies,Pedies_sp._2,,XO,,22,21,11
Orthoptera,Acrididae,Pedies,Pedies_sp._3,,XO,,22,21,11
Orthoptera,Acrididae,Pedies,Pedies_sp._4,,XO,,24,23,12
Orthoptera,Tristiridae,Peplacris,Peplacris_recutita,,XO,,22,21,11
Orthoptera,Romaleidae,Prionolopha,Prionolopha_serrata,,XO,,24,23,12
Orthoptera,Romaleidae,Procolpia,Procolpia_minor,,XO,,24,23,12
Orthoptera,Acrididae,Propedies,Propedies_bilobus,,XO,,24,23,12
Orthoptera,Acrididae,Propedies,Propedies_bipunctatus,,XO,,24,23,12
Orthoptera,Acrididae,Propedies,Propedies_fusiformis,,XO,,24,23,12
Orthoptera,Acrididae,Propedies,Propedies_olivaceus,,XO,,24,23,12
Orthoptera,Acrididae,Propedies,Propedies_sanguineus,,XO,,24,23,12
Orthoptera,Acrididae,Propedies,Propedies_sp._1,,XO,,24,23,12
Orthoptera,Acrididae,Pseudoscopas,Pseudoscopas_nigrigena,,XO,,24,23,12
Orthoptera,Acrididae,Pseudoscopas,Pseudoscopas_sp._1,,XO,,24,23,12
Orthoptera,Acrididae,Pseudoscopas,Pseudoscopas_sp._2,,XO,,24,23,12
Orthoptera,Acrididae,Pseudoscopas,Pseudoscopas_sp._3,,XO,,24,23,12
Orthoptera,Acrididae,Pseudoscopas,Pseudoscopas_sp._4,,XO,,24,23,12
Orthoptera,Acrididae,Pseudoscopas,Pseudoscopas_sp._5,,XO,,24,23,12
Orthoptera,Acrididae,Pseudoscopas,Pseudoscopas_sp._6,,XO,,24,23,12
Orthoptera,Acrididae,Pseudoscopas,Pseudoscopas_sp._7,,XO,,24,23,12
Orthoptera,Acrididae,Pseudoscopas,Pseudoscopas_sp._8,,XO,,24,23,12
Orthoptera,Acrididae,Psiloscirtus,Psiloscirtus_bolivianus,,XO,,24,23,12
Orthoptera,Acrididae,Psiloscirtus,Psiloscirtus_olivaceus,,XO,,24,23,12
Orthoptera,Acrididae,Psiloscirtus,Psiloscirtus_sp._A,,XO,,24,23,12
Orthoptera,Acrididae,Pycnosarcus,Pycnosarcus_atavus,,XO,,18,17,9
Orthoptera,Acrididae,Ronderosia,Ronderosia_dubius,gonochorous,XY,X1X1X2X2/X1X2Y,22,21,11
Orthoptera,Acrididae,Ronderosia,Ronderosia_robustus,gonochorous,XY,X1X1X2X2/X1X2Y,22,21,11
Orthoptera,Acrididae,Schistocerca,Schistocerca_cancellata,,XO,,24,23,12
Orthoptera,Acrididae,Schistocerca,Schistocerca_flavofasciata,,XO,,24,23,12
Orthoptera,Acrididae,Schistocerca,Schistocerca_pallens,,XO,,24,23,12
Orthoptera,Acrididae,Schistocerca,Schistocerca_paraensis,,XO,,24,23,12
Orthoptera,Acrididae,Schistocerca,Schistocerca_sp.,,XO,,24,23,12
Orthoptera,Acrididae,Scotussa,Scotussa_daguerrei,gonochorous,XY,X1X1X2X2/X1X2Y,22,21,11
Orthoptera,Acrididae,Scotussa,Scotussa_cliens,,XO,,22,21,11
Orthoptera,Acrididae,Scotussa,Scotussa_daguerrei,,complex XY,X1X1X2X2/X1X2Y,22,21,11
Orthoptera,Acrididae,Scotussa,Scotussa_delicatula,,XY,,16,16,8
Orthoptera,Acrididae,Scotussa,Scotussa_impudica,,XO,,24,23,12
Orthoptera,Acrididae,Scotussa,Scotussa_lemniscata,,XO,,24,23,12
Orthoptera,Acrididae,Scotussa,Scotussa_liebermanni,,XO,,22,21,11
Orthoptera,Acrididae,Scotussa,Scotussa_sp._1,,XO,,24,23,12
Orthoptera,Acrididae,Scyllina,Scyllina_humilis,,XO,,24,23,12
Orthoptera,Acrididae,Scyllina,Scyllina_signatipennis,,XY,,22,22,11
Orthoptera,Acrididae,Scyllina,Scyllina_sp.,,XO,,24,23,12
Orthoptera,Acrididae,Scyllinops,Scyllinops_brunneri,,XO,,24,23,12
Orthoptera,Acrididae,Scyllinops,Scyllinops_pallida,,XO,,24,23,12
Orthoptera,Acrididae,Scyllinops,Scyllinops_sp._1,,XO,,24,23,12
Orthoptera,Acrididae,Scyllinops,Scyllinops_sp._2,,XO,,24,23,12
Orthoptera,Romaleidae,Securigera,Securigera_acutangula,,XO,,24,23,12
Orthoptera,Acrididae,Silvitettix,Silvitettix_concolor,,XO,,24,23,12
Orthoptera,Acrididae,Sinipta,Sinipta_acuta,,XO,,24,23,12
Orthoptera,Acrididae,Sinipta,Sinipta_dalmani,,XO,,24,23,12
Orthoptera,Acrididae,Sinipta,Sinipta_maldonadoi,,XO,,24,23,12
Orthoptera,Acrididae,Sitalces,Sitalces_dorsalis,,XO,,24,23,12
Orthoptera,Acrididae,Sitalces,Sitalces_infuscatus,,XO,,24,23,12
Orthoptera,Acrididae,Sitalces,Sitalces_volxemi,,XO,,20,19,10
Orthoptera,Ommexechidae,Spathalium,Spathalium_audouini,,XY,,22,22,11
Orthoptera,Acrididae,Staurorhectus,Staurorhectus_longicornis,,XO,,24,23,12
Orthoptera,Acrididae,Stenopola,Stenopola_bohlsii,,XO,,24,23,12
Orthoptera,Acrididae,Stenopola,Stenopola_boliviana,,XO,,24,23,12
Orthoptera,Acrididae,Stenopola,Stenopola_dorsalis,,XO,,24,23,12
Orthoptera,Acrididae,Stenopola,Stenopola_pallida,,XO,,22,21,11
Orthoptera,Acrididae,Stenopola,Stenopola_rubrifons,,XO,,24,23,12
Orthoptera,Acrididae,Stereotettix,Stereotettix_sp._1,,XO,,24,23,12
Orthoptera,Acrididae,Tetrataenia,Tetrataenia_surinama,,XO,,20,19,10
Orthoptera,Ommexechidae,Tetrixocephalus,Tetrixocephalus_chilensis,,XO,,24,23,12
Orthoptera,Ommexechidae,Tetrixocephalus,Tetrixocephalus_micropterus,,XO,,24,23,12
Orthoptera,Ommexechidae,Tetrixocephalus,Tetrixocephalus_sergioi,,XO,,24,23,12
Orthoptera,Ommexechidae,Tetrixocephalus,Tetrixocephalus_sp.,,XO,,24,23,12
Orthoptera,Ommexechidae,Tetrixocephalus,Tetrixocephalus_willemsei,,XY,,22,22,11
Orthoptera,Acrididae,Trimerotropis,Trimerotropis_ochraceipennis,,XO,,24,23,12
Orthoptera,Acrididae,Trimerotropis,Trimerotropis_pallidipennis,,XO,,24,23,12
Orthoptera,Tristiridae,Tropidostethus,Tropidostethus_bicarinatus,,XO,,22,21,11
Orthoptera,Romaleidae,Xestotrachelus,Xestotrachelus_robustus,,XO,,24,23,12
Orthoptera,Acrididae,Xiphiola,Xiphiola_borellii,,XO,,24,23,12
Orthoptera,Romaleidae,Xyleus,Xyleus_attenuatus,,XO,,24,23,12
Orthoptera,Romaleidae,Xyleus,Xyleus_discoideus,,XO,,24,23,12
Orthoptera,Romaleidae,Xyleus,Xyleus_gracilis,,XO,,24,23,12
Orthoptera,Romaleidae,Xyleus,Xyleus_insignis,,XO,,24,23,12
Orthoptera,Romaleidae,Xyleus,Xyleus_laevipes,,XY,,22,22,11
Orthoptera,Romaleidae,Xyleus,Xyleus_modestus,,XO,,24,23,12
Orthoptera,Romaleidae,Xyleus,Xyleus_sp._1,,XO,,24,23,12
Orthoptera,Romaleidae,Xyleus,Xyleus_sp._2,,XO,,24,23,12
Orthoptera,Romaleidae,Xyleus,Xyleus_sp._3,,XO,,24,23,12
Orthoptera,Romaleidae,Zoniopoda,Zoniopoda_hempeli,,XO,,24,23,12
Orthoptera,Romaleidae,Zoniopoda,Zoniopoda_iheringi,,XY,,22,22,11
Orthoptera,Romaleidae,Zoniopoda,Zoniopoda_juncorum,,XO,,24,23,12
Orthoptera,Romaleidae,Zoniopoda,Zoniopoda_omnicolor,,XO,,24,23,12
Orthoptera,Romaleidae,Zoniopoda,Zoniopoda_similis,,XO,,24,23,12
Orthoptera,Romaleidae,Zoniopoda,Zoniopoda_tarsata,,XO,,24,23,12
Orthoptera,Acrididae,Zygoclistron,Zygoclistron_falconinum,,XY,,20,20,10
Orthoptera,Acrididae,Zygoclistron,Zygoclistron_nasicum,,XY,,20,20,10
Orthoptera,Acrididae,Zygoclistron,Zygoclistron_trachystictum,,XY,,20,20,10
Phasmatodea,Phylliidae,Acanthoderus,Acanthoderus_grandis,,XO,,44,43,22
Phasmatodea,Phylliidae,Acanthoderus,Acanthoderus_inermis,,XO,,44,43,22
Phasmatodea,Phasmatidae,Acanthoxyla,Acanthoxyla_inermis,,,,36,NA,18
Phasmatodea,Phasmatidae,Acanthoxyla,Acanthoxyla_fasciata,parthenogenetic,,,NA,NA,
Phasmatodea,Phasmatidae,Acanthoxyla,Acanthoxyla_geisovii,parthenogenetic,,,38,NA,19
Phasmatodea,Phasmatidae,Acanthoxyla,Acanthoxyla_huttoni,parthenogenetic,,,NA,NA,
Phasmatodea,Phasmatidae,Acanthoxyla,Acanthoxyla_intermedia,parthenogenetic,,,38,NA,19
Phasmatodea,Phasmatidae,Acanthoxyla,Acanthoxyla_prasina,parthenogenetic,,,NA,NA,
Phasmatodea,Phasmatidae,Acanthoxyla,Acanthoxyla_speciosa,parthenogenetic,,,NA,NA,
Phasmatodea,Phasmatidae,Acanthoxyla,Acanthoxyla_suteri,parthenogenetic,,,NA,NA,
Phasmatodea,Phasmidae,Acrophylla,Acrophylla_titan,,XO,,36,35,18
Phasmatodea,Phasmidae,Aplopus,Aplopus_mayeri,,XO,,36,35,18
Phasmatodea,Phylliidae,Bacillus,Bacillus_atticus,,,,34,NA,17
Phasmatodea,Phylliidae,Bacillus,Bacillus_grandii_benazzii,,XO,,34,33,17
Phasmatodea,Phylliidae,Bacillus,Bacillus_grandii_grandii,,XO,,34,33,17
Phasmatodea,Phylliidae,Bacillus,Bacillus_lynceorum,parthenogenetic,,,51,NA,26
Phasmatodea,Phylliidae,Bacillus,Bacillus_rossius-grandii_benazzii,,,,35,NA,18
Phasmatodea,Phylliidae,Bacillus,Bacillus_rossius-grandii_grandii,,,,35,NA,18
Phasmatodea,Phylliidae,Bacillus,Bacillus_whitei,parthenogenetic,,,35,NA,18
Phasmatodea,Phylliidae,Bacillus,Bacillus_libanicus,,XY,,NA,NA,
Phasmatodea,Phylliidae,Bacillus,Bacillus_rossius,,XO,,36,35,18
Phasmatodea,Phylliidae,Bacillus,Bacillus_rossius,,,,NA,36,18
Phasmatodea,Phasmidae,Baculum,Baculum_artemis,,,,72,72,36
Phasmatodea,Phasmidae,Bostra,Bostra_sp.,,XO,,36,35,18
Phasmatodea,Phasmidae,Carausius,Carausius_morosus,parthenogenetic,,,64,NA,32
Phasmatodea,Phasmidae,Carausius,Carausius_furcillatus,,,,NA,66,33
Phasmatodea,Phasmidae,Carausius,Carausius_furcillatus,,,,NA,87,44
Phasmatodea,Phasmidae,Carausius,Carausius_juvenilis,,XO,,42,41,21
Phasmatodea,Phasmidae,Carausius,Carausius_morosus,,,,NA,65,33
Phasmatodea,Phasmidae,Carausius,Carausius_rotundato-lobatus,,XO,,22,21,11
Phasmatodea,Phasmidae,Carausius,Carausius_sp.,,XO,,42,41,21
Phasmatodea,Phasmidae,Carausius,Carausius_theiseni,,,,NA,41,21
Phasmatodea,Phasmidae,Carnacia,Carnacia_telesphorus,,XO,,44,43,22
Phasmatodea,Phasmatidae,Clitarchus,Clitarchus_hookeri,,,,36,NA,18
Phasmatodea,Phasmidae,Clitumnus,Clitumnus_extradentatus,,XO,,38,37,19
Phasmatodea,Phasmidae,Clonistria,Clonistria_exornata,,XO,,34,33,17
Phasmatodea,Phylliidae,Clonopsis,Clonopsis_sp._1,,XO,,36,35,18
Phasmatodea,Phylliidae,Clonopsis,Clonopsis_sp._2,,,,72,NA,36
Phasmatodea,Phylliidae,Clonopsis,Clonopsis_androgenes,,,,44,NA,22
Phasmatodea,Phylliidae,Clonopsis,Clonopsis_felicitatis,,XO,,36,35,18
Phasmatodea,Phylliidae,Clonopsis,Clonopsis_gallica,parthenogenetic,,,54,NA,27
Phasmatodea,Phylliidae,Clonopsis,Clonopsis_maroccana,,XO,,22,21,11
Phasmatodea,Phylliidae,Clonopsis,Clonopsis_soumiae,parthenogenetic,,,72,NA,36
Phasmatodea,Phylliidae,Clonopsis,Clonopsis_gallica,,,,56,56,28
Phasmatodea,Phasmidae,Ctenomorpha,Ctenomorpha_chronus,,XY,,30,30,15
Phasmatodea,Phasmidae,Ctenomorpha,Ctenomorpha_chronus,,XY,,32,32,16
Phasmatodea,Phasmidae,Ctenomorphodes,Ctenomorphodes_sp.2,,,,40,NA,20
Phasmatodea,Phasmidae,Ctenomorphodes,Ctenomorphodes_tessulatus,,XO,,38,37,19
Phasmatodea,Phasmidae,Didymuria,Didymuria_violescens,,XY,,27,26,14
Phasmatodea,Phasmidae,Didymuria,Didymuria_violescens,,XY,,29,28,15
Phasmatodea,Phasmidae,Didymuria,Didymuria_violescens,,XY,,29,28,15
Phasmatodea,Phasmidae,Didymuria,Didymuria_violescens,,XY,,31,30,16
Phasmatodea,Phasmidae,Didymuria,Didymuria_violescens,,XO,,32,31,16
Phasmatodea,Phasmidae,Didymuria,Didymuria_violescens,,XY,,33,32,17
Phasmatodea,Phasmidae,Didymuria,Didymuria_violescens,,XO|XY,,33,33,17
Phasmatodea,Phasmidae,Didymuria,Didymuria_violescens,,XO,,36,35,18
Phasmatodea,Phasmidae,Didymuria,Didymuria_violescens,,XO,,38,37,19
Phasmatodea,Phasmidae,Didymuria,Didymuria_violescens,,XO,,40,39,20
Phasmatodea,Phasmidae,Didymuria,Didymuria_violescens,,XO,,40,39,20
Phasmatodea,Phasmidae,Dubreuilia,Dubreuilia_lineata,,XO,,26,25,13
Phasmatodea,Phasmidae,Dyme,Dyme_krugiana,,XO,,50,49,25
Phasmatodea,Phylliidae,Epibacillus,Epibacillus_lobipes,,,,NA,36,18
Phasmatodea,Phasmidae,Extatosoma,Extatosoma_tiaratum,,XO,,36,35,18
Phasmatodea,Phasmidae,Extatosoma,Extatosoma_tiaratum,,XO,,38,37,19
Phasmatodea,Phasmidae,Genus7,Genus7_longiceps,,,,42,NA,21
Phasmatodea,Phasmidae,Genus8,Genus8_sp1,,XO,,46,45,23
Phasmatodea,Phylliidae,Isagoras,Isagoras_schraderi,,XY,,34,34,17
Phasmatodea,Phylliidae,Isagoras,Isagoras_sp.,,XO,,48,47,24
Phasmatodea,Phylliidae,Isagoras,Isagoras_subaquilus,,XO,,28,27,14
Phasmatodea,Phasmidae,Lampionus,Lampionus_sp.?,,XO,,24,23,12
Phasmatodea,Phasmidae,Lampionus,Lampionus_sp.I,,XO,,30,29,15
Phasmatodea,Phasmidae,Lampionus,Lampionus_sp.III,,XO,,36,35,18
Phasmatodea,Phasmidae,Lampionus,Lampionus_sp.V,,XO,,36,35,18
Phasmatodea,Phylliidae,Leptynia,Leptynia_attenuata,,XY,,36,36,18
Phasmatodea,Phylliidae,Leptynia,Leptynia_caprai,,XO,,40,39,20
Phasmatodea,Phylliidae,Leptynia,Leptynia_montana,,XO,,38,37,19
Phasmatodea,Phylliidae,Leptynia,Leptynia_sp.,,XO,,40,39,20
Phasmatodea,Phylliidae,Leptynia,Leptynia_attenuata,,XO,,36,35,18
Phasmatodea,Phasmatidae,Medauroidea,Medauroidea_extradentata,parthenogenetic,,,38,NA,19
Phasmatodea,Phasmatidae,Medauroidea,Medauroidea_extradentata,gonochorous,XO,,NA,37,19
Phasmatodea,Phasmidae,Menexenus,Menexenus_semiarmatus,,XO,,46,45,23
Phasmatodea,Phasmidae,Oncotophasma,Oncotophasma_sp.,,XO,,42,41,21
Phasmatodea,Phasmidae,Orxines,Orxines_macklotti,,XO,,38,37,19
Phasmatodea,Phasmidae,Pachymorpha,Pachymorpha_simplicipes,,,,34,NA,17
Phasmatodea,Phasmidae,Pachymorpha,Pachymorpha_sp.3,,XO,,30,29,15
Phasmatodea,Phasmidae,Pachymorpha,Pachymorpha_squalida,,XO,,34,33,17
Phasmatodea,Phasmidae,Parasipyloidea,Parasipyloidea_annulatus,,XO,,30,29,15
Phasmatodea,Phasmidae,Parasipyloidea,Parasipyloidea_cercata,,XO,,40,39,20
Phasmatodea,Phasmidae,Parasipyloidea,Parasipyloidea_granulosa,,XO,,36,35,18
Phasmatodea,Phasmidae,Parasipyloidea,Parasipyloidea_sp2,,XO,,40,39,20
Phasmatodea,Phasmidae,Parasipyloidea,Parasipyloidea_sp3,,XO,,28,27,14
Phasmatodea,Phasmidae,Parasipyloidea,Parasipyloidea_sp4,,XO,,39,38,20
Phasmatodea,Phasmidae,Parasipyloidea,Parasipyloidea_sp5,,XO,,39,38,20
Phasmatodea,Phasmidae,Parasosibia,Parasosibia_parva,,XO,,54,53,27
Phasmatodea,Pseudophasmatidae,Peruphasma,Peruphasma_schultei,gonochorous,XO,,44,43,22
Phasmatodea,Diapheromeridae,Phaenopharos,Phaenopharos_khaoyaiensis,parthenogenetic,,,70,,35
Phasmatodea,Phylliidae,Phalces,Phalces_longiscaphus,,XO,,36,35,18
Phasmatodea,Phasmidae,Phibalosoma,Phibalosoma_phyllinum,,XO,,42,41,21
Phasmatodea,Phasmidae,Phobaeticus,Phobaeticus_sinetyi,,XO,,52,51,26
Phasmatodea,Phylliidae,Phyllium,Phyllium_bioculatum,,XO,,34,33,17
Phasmatodea,Phylliidae,Pijnackeria,Pijnackeria_hispanica,,XO,,38,37,19
Phasmatodea,Phylliidae,Pijnackeria,Pijnackeria_hispanica,,,,57,NA,29
Phasmatodea,Phylliidae,Pijnackeria,Pijnackeria_hispanica,,,,76,NA,38
Phasmatodea,Phylliidae,Pijnackeria,Pijnackeria_barbarae,,XO,,38,37,19
Phasmatodea,Phylliidae,Pijnackeria,Pijnackeria_lelongi,,XO,,38,37,19
Phasmatodea,Phylliidae,Pijnackeria,Pijnackeria_lucianae,,XO,,38,37,19
Phasmatodea,Phylliidae,Pijnackeria,Pijnackeria_masettii,,XO,,57,NA,29
Phasmatodea,Phylliidae,Pijnackeria,Pijnackeria_originis,,XO,,38,37,19
Phasmatodea,Phylliidae,Pijnackeria,Pijnackeria_hispanica,,,,54,54,27
Phasmatodea,Phasmidae,Podacanthus,Podacanthus_typhon,,XY,,28,28,14
Phasmatodea,Phasmidae,Podacanthus,Podacanthus_viridiroseus,,XO,,36,35,18
Phasmatodea,Phasmidae,Podacanthus,Podacanthus_wilkinsoni,,XO,,36,35,18
Phasmatodea,Phylliidae,Prisopus,Prisopus_ariadne,,XY,,28,28,14
Phasmatodea,Phylliidae,Prisopus,Prisopus_berosus,,XO,,50,49,25
Phasmatodea,Phasmidae,Pseudobacteria,Pseudobacteria_sp.,,XO,,48,46,24
Phasmatodea,Phylliidae,Pseudophasma,Pseudophasma_menius,,XO,,24,23,12
Phasmatodea,Phasmidae,Sipyloidea,Sipyloidea_panaeticus,,XO,,22,21,11
Phasmatodea,Phasmidae,Sipyloidea,Sipyloidea_sipylus,,,,80,80,40
Phasmatodea,Phasmidae,Sipyloidea,Sipyloidea_sp6,,,,38,NA,19
Phasmatodea,Heteropterygidae,Sungaya,Sungaya_inexpectata,parthenogenetic,,,44,NA,22
Phasmatodea,Timematidae,Timema,Timema_poppensis,gonochorous,,,24,NA,12
Phasmatodea,Timematidae,Timema,Timema_shepardi,parthenogenetic,,,24,NA,12
Phasmatodea,Phasmidae,Tropiderus,Tropiderus_childrenii,,XO,,34,33,17
Phasmatodea,Phasmidae,Vetilia,Vetilia_enceladus,,XY,,38,38,19
Plecoptera,Perlidae,Calineuria,Calineuria_jezoensis,,XO,,26,25,13
Plecoptera,Perlodidae,Isogenus,Isogenus_alpinus,,,,NA,24,12
Plecoptera,Perlodidae,Isogenus,Isogenus_fontium,,complex XO,X1X1X2X2/X1X2OO,NA,26,13
Plecoptera,Perlodidae,Isogenus,Isogenus_imhoffi,,,,NA,26,13
Plecoptera,Perlodidae,Isoperla,Isoperla_grammatica,,complex XO,X1X1X2X2/X1X2OO,NA,26,13
Plecoptera,Perlodidae,Isoperla,Isoperla_rivulorum,,complex XO,X1X1X2X2/X1X2OO,NA,26,13
Plecoptera,Perlidae,Perla,Perla_marginata,,complex XO,X1X1X2X2/X1X2OO,24,22,12
Plecoptera,Perlidae,Perla,Perla_abdominalis,,complex XO,X1X1X2X2/X1X2OO,NA,26,13
Plecoptera,Perlidae,Perla,Perla_baetica,,complex XO,X1X1X2X2/X1X2OO,NA,26,13
Plecoptera,Perlidae,Perla,Perla_bipunctata,,XO,,22,21,11
Plecoptera,Perlidae,Perla,Perla_cephalotes,,complex XO,X1X1X2X2/X1X2OO,NA,26,13
Plecoptera,Perlidae,Perla,Perla_immarginata,,XY,,10,10,5
Plecoptera,Perlidae,Perla,Perla_maxima,,XO,,20,19,10
Plecoptera,Perlodidae,Perlodes,Perlodes_intricala,,,,NA,33,17
Plecoptera,Perlodidae,Perlodes,Perlodes_jurassica,,,,NA,31,16
Plecoptera,Perlodidae,Perlodes,Perlodes_microcephala,,complex XO,,NA,27,14
